name,owner_name,url,description,created,updated,watchers,language,topics,forks
droidefense/engine,droidefense,https://github.com/droidefense/engine,Droidefense: Advance Android Malware Analysis Framework,2016-09-02 11:18:16,2021-10-06 00:26:46,404,Java,"android,security,reverse,engineer,malware,malware-analysis,dalvik,opcodes,trojan,ransomware,droidefense,engine,static-analysis,static-code-analysis,dynamic-analysis,dynamic-code-analysis",115
droidefense/test-apps,droidefense,https://github.com/droidefense/test-apps,Test apps for droidefense engine,2016-09-23 13:25:51,2020-11-23 10:19:49,2,,"malware,android,test-apps,droidefense,engine,droidefense-engine,dalvik,trojan,ransonware",3
droidefense/web,droidefense,https://github.com/droidefense/web,Droidefense Collaborative Platform,2018-11-04 19:00:57,2020-11-08 12:30:34,2,HTML,"droidefense,gh-pages,vuejs,plaftorm,dashboard,research,android,malware-analysis,malware",1
dsp-uga/Catherine,dsp-uga,https://github.com/dsp-uga/Catherine,,2018-02-01 20:16:21,2018-10-26 02:00:41,4,Python,"data-science,apache-spark,malware-classifier,random-forest-classifier",1
dtrizna/DotNetInject,dtrizna,https://github.com/dtrizna/DotNetInject,"Code samples of .NET shellcode injections, weaponized for use via WebDav and  mshta.exe.",2019-12-01 07:33:11,2021-08-26 16:57:21,35,C#,"dotnet,windows,malware,injection",9
dubs3c/SANDLADA,dubs3c,https://github.com/dubs3c/SANDLADA,Dynamic Malware Analsysis Sandbox,2021-03-05 08:31:48,2021-07-13 08:59:59,1,Go,"malware-analysis,malware,cuckoo-sandbox,sandbox",1
duplys/malware-data,duplys,https://github.com/duplys/malware-data,"A curated collection of links, references, data and statistics on malware and malware-related cybercrimes.",2021-03-09 19:12:28,2021-04-27 06:54:40,0,,"malware-research,malware-statistics,malware-data",0
eaglesquads/TOP-BEST-GITHUB-INFOSEC-PAGES,eaglesquads,https://github.com/eaglesquads/TOP-BEST-GITHUB-INFOSEC-PAGES,"The very, (VERY) - Best, extremely well informing & detailed Github Users & Githbu Pages |!NOTE!| THIS IS ONLY MY OPINION! It's also made only for myself, soo.. But feel free to contribute! |!NOTE!|",2020-02-22 10:29:28,2020-06-09 11:37:19,1,,"fuzzing,malware,vulnerabilities,eqgrp,powershell,kernel-hardening,nsa-leak,vault-7,reverse-engineering,exploit,skywiper,exploits,kernel-hacking,infosec,cve,malware-analysis,csharp,cplusplus,network-analysis,python",0
easylists/easylist-for-adblock-plus,easylists,https://github.com/easylists/easylist-for-adblock-plus,Easylist for AdBlock Plus with Malware Sites Blocking,2017-03-31 10:28:09,2019-09-28 13:17:57,2,,"adblock,adblock-plus,adblock-list,adblock-lists,easylist,easylist-malware,ublock-origin,easylist-english,adblocker,github-pages,github,browser-plugin,privacy-online,download,easylist-download,malwares-domains,privacy,filterlist,adblocking,ad-blocker",0
echowei/DeepTraffic,echowei,https://github.com/echowei/DeepTraffic,Deep Learning models for network traffic classification,2018-04-11 04:21:17,2021-10-07 14:53:29,368,Python,"deep-learning,cnn-model,lstm-model,malware-analysis,encrypted-traffic,traffic-analysis,traffic-classification",217
ecrider/Black-SEO-WordPress-Malware,ecrider,https://github.com/ecrider/Black-SEO-WordPress-Malware,"Reverse engineered, decrypted source files from the malware targeting WordPress content management systems.",2017-04-02 14:23:30,2020-10-26 07:07:51,20,PHP,"malware-analysis,malware-research,wordpress,virus,seo,php",6
ecriminal/Exploit-Discord-Cache-System-PoC,ecriminal,https://github.com/ecriminal/Exploit-Discord-Cache-System-PoC,🗄️ Exploit Discord's cache system to remote upload payloads to Discord users machines (possible malware dropper for e.g. targeting specific victims),2021-01-06 12:12:01,2021-10-06 23:55:21,100,Python,"discord,exploit,payload,embed,poc,cache,malware,dropper,rfi,eof,remote-upload",18
ecstatic-nobel/Analyst-Arsenal,ecstatic-nobel,https://github.com/ecstatic-nobel/Analyst-Arsenal,A toolkit for Security Researchers,2018-12-10 02:49:27,2021-08-02 07:01:20,114,Python,"osint,cybersecurity,python,threat-intelligence,threat-hunting,threat-analysis,malware-analysis,certificate-transparency,scanner,threat-detection,certstream,webshell,opendir,defaced,infosec",30
ecstatic-nobel/Not-Anti-Virus,ecstatic-nobel,https://github.com/ecstatic-nobel/Not-Anti-Virus,An attmept to block malware before AV scans it.,2019-09-28 23:37:34,2021-08-02 18:24:37,10,JavaScript,"antivirus,emotet,malware,phishing,osweep,posint,aisle25,notav,threat-hunting,threat-detection,blueteam,automation,cyber,difr,infosec,osint",1
ecstatic-nobel/OSweep,ecstatic-nobel,https://github.com/ecstatic-nobel/OSweep,Don't Just Search OSINT. Sweep It.,2018-10-13 22:10:11,2021-10-02 01:58:21,238,Python,"osint,splunk,cybersecurity,python,threat-intelligence,threat-hunting,threat-analysis,malware-analysis,pivoting,certificate-transparency,cybercrime,ransomware,scanners,threatcrowd,urlhaus,urlscan-io",62
edeca/rtfraptor,edeca,https://github.com/edeca/rtfraptor,Extract OLEv1 objects from RTF files by instrumenting Word,2018-11-29 21:46:18,2021-06-07 17:40:52,49,Python,"python,rtf,malware-analysis,debugging,ole",16
edygert/runsc,edygert,https://github.com/edygert/runsc,"runsc loads 32/64 bit shellcode (depending on how runsc is compiled) in a way that makes it easy to load in a debugger. This code is based on the code from https://github.com/Kdr0x/Kd_Shellcode_Loader by Gary ""kd"" Contreras.",2021-03-17 16:49:48,2021-08-05 16:53:36,20,C,"shellcode,malware,debugger",3
efpyc/4malwaregenerator,efpyc,https://github.com/efpyc/4malwaregenerator,Basit bir Bilgi Çalan malware oluşturucu,2020-09-07 12:31:21,2021-07-09 12:39:59,2,Python,"malware,virus,hack,hacking,python,executable-file,cybersecurity,hacking-tool,hack-tool,hack-tools,hacktool,hacktools,linux,windows",0
ehabqadah/malware_meta_crawler,ehabqadah,https://github.com/ehabqadah/malware_meta_crawler,,2017-04-21 17:33:53,2017-04-21 18:45:32,0,TeX,"malware,crawler,malware-samples",1
ehrenb/machina,ehrenb,https://github.com/ehrenb/machina,A scalable and recursive binary analysis pipeline,2020-02-23 04:28:42,2021-08-29 04:01:58,0,Python,"reverse-engineering,automation,malware-analysis,malware-research,malwareanalysis,malware-detection,feature-extraction",0
ejserna/Ransomware,ejserna,https://github.com/ejserna/Ransomware,Crypto Ransomware made with: - Go for encryption and decryption - PHP/MySQL for saving and retrieving keys.,2017-11-21 03:46:14,2021-08-30 13:15:31,16,Go,"malware,ransomware,golang,go,php,openssl",24
eliasgranderubio/dagda,eliasgranderubio,https://github.com/eliasgranderubio/dagda,"a tool to perform static analysis of known vulnerabilities, trojans, viruses, malware & other malicious threats in docker images/containers and to monitor the docker daemon and running docker containers for detecting anomalous activities",2016-11-15 21:47:50,2021-10-05 15:26:38,884,Python,"docker,security,static-analysis,vulnerabilities,detecting-anomalous-activities,malware-detection",133
elongl/gengar,elongl,https://github.com/elongl/gengar,Windows Malware,2020-01-24 22:32:35,2021-07-22 18:04:57,7,C,"windows,malware",0
elsheikh21/malware-analysis,elsheikh21,https://github.com/elsheikh21/malware-analysis,using Drebin dataset to distinguish between malwares and not malwares,2018-11-18 23:22:39,2021-09-17 22:12:53,9,Jupyter Notebook,"performance-metrics,malware,random-forest,extra-trees,dataset,support-vector-machines,recursive-feature-elimination,machine-learning,machine-learning-algorithms,python3,sklearn",9
emalderson/ThePhish,emalderson,https://github.com/emalderson/ThePhish,ThePhish: an automated phishing email analysis tool,2021-09-27 16:00:26,2021-09-30 09:53:00,17,Python,"email,detection,malware,phishing,cybersecurity,misp,thehive,thehive4,thehive4py,indicators-of-compromise,cyberdefense,phishing-detection,python,incident-response,free,digital-forensics",0
enderphan94/Powershell-Malware,enderphan94,https://github.com/enderphan94/Powershell-Malware,Reverse TCP Shell written in Powershell,2017-08-01 07:53:04,2021-08-14 03:46:13,5,PowerShell,"malware,powershell-malware,powershell,tcpshell",1
enkomio/RunDotNetDll,enkomio,https://github.com/enkomio/RunDotNetDll,A simple utility to list all methods of a given .NET Assembly and to invoke them,2018-07-18 06:50:46,2021-09-21 23:14:24,50,C#,"reflection,malware-analysis,dotnet,tool",10
enkomio/Sojobo,enkomio,https://github.com/enkomio/Sojobo,A binary analysis framework,2019-03-16 13:12:07,2021-10-07 16:14:34,124,F#,"dotnet,security,security-tools,security-framework,reverse-engineering,program-analysis,malware-analysis,malware-analyzer,malware-research,fsharp,b2r2",15
enkomio/shed,enkomio,https://github.com/enkomio/shed,.NET runtime inspector,2017-10-25 08:55:54,2021-06-03 20:41:17,233,C#,"dotnet,security-tools,malware-analysis,fsharp,reverse-engineering",38
eoghanmckee/yarascanner,eoghanmckee,https://github.com/eoghanmckee/yarascanner,Flask App that scans files against Yara,2020-04-16 03:52:40,2020-04-16 03:56:53,0,YARA,"yara,yara-scanner,malware-analysis",0
epigone707/Anubis_Fattura,epigone707,https://github.com/epigone707/Anubis_Fattura,Malware analysis details of an Anubis instance,2021-07-18 11:21:28,2021-07-22 11:45:04,0,,"android,malware-analysis,anubis",0
er28-0652/aio-anyrun,er28-0652,https://github.com/er28-0652/aio-anyrun,Asynchronous client of ANY.RUN using unofficial API,2020-02-01 13:26:55,2021-05-24 16:07:08,3,Python,"python3,anyrun,malware-research,malware-analysis",2
es0/MalwareSimilarityGraph,es0,https://github.com/es0/MalwareSimilarityGraph,Performs shared code analysis on malware samples and outputs a graph. ,2020-02-06 23:16:53,2021-04-12 06:39:52,2,Python,"malware,data-science,malware-research,malware-analysis",0
eschultze/URLextractor,eschultze,https://github.com/eschultze/URLextractor,Information gathering & website reconnaissance | https://phishstats.info/,2016-02-22 13:47:25,2021-09-23 17:48:30,363,Shell,"information-gathering,information-extraction,whois,abuse,shodan,virustotal,phishing,malware,malicious-domains,domain,incident-response,osint",77
eset/cry-decryptor,eset,https://github.com/eset/cry-decryptor,CryDecryptor is an Android application to decrypt files from device compromised by the CryCryptor ransomware,2020-06-23 19:33:44,2021-08-04 19:35:57,11,Java,"decryptor,malware-research,android,eset",7
eset/malware-ioc,eset,https://github.com/eset/malware-ioc,Indicators of Compromises (IOC) of our various investigations,2014-03-13 14:48:04,2021-10-07 22:51:10,1069,YARA,"ioc,malware,yara,misp",206
eset/malware-research,eset,https://github.com/eset/malware-research,Code written as part of our various malware investigations,2014-07-08 19:45:28,2021-10-02 13:00:21,294,Python,"python,malware-analysis,malware-research",76
eset/stadeo,eset,https://github.com/eset/stadeo,Control-flow-flattening and string deobfuscator,2020-07-14 17:49:44,2021-10-04 10:45:00,54,Python,"reverse-engineering,deobfuscation,malware,control-flow,miasm,python,strings,ida-pro,ida,idapython,emotet,deobfuscator,stantinko",9
eset/volatility-browserhooks,eset,https://github.com/eset/volatility-browserhooks,Volatility Framework plugin to detect various types of hooks as performed by banking Trojans,2017-10-03 14:23:54,2021-06-12 12:49:03,37,Python,"volatility-plugins,volatility,volatility-framework,malware-detection",16
ethanent/eicar-file,ethanent,https://github.com/ethanent/eicar-file,An NPM package containing the EICAR anti-malware test file.,2018-02-26 05:26:01,2019-06-08 04:49:48,0,JavaScript,"eicar-test,eicar,npm,nodejs,node,antivirus,antimalware,anti-malware,anti-virus,antivirus-testing",0
evild3ad/isodump,evild3ad,https://github.com/evild3ad/isodump,isodump - ISO dump utility,2019-06-09 15:17:11,2021-06-13 06:11:44,29,Python,"python,iso9660,udf,dfir,malware-analysis",4
evilsocket/ergo-pe-av,evilsocket,https://github.com/evilsocket/ergo-pe-av,"🧠 🦠 An artificial neural network and API to detect Windows malware, based on Ergo and LIEF.",2019-05-19 15:13:00,2021-09-29 01:05:01,145,Python,"machine-learning,keras,gpu,malware,api,antivirus,ergo",33
evilthreads669966/EvadeMe,evilthreads669966,https://github.com/evilthreads669966/EvadeMe,A Kotlin Android library for heuristics evasion that prevents your code from being tested.,2020-09-28 01:12:40,2021-03-19 12:48:52,19,Kotlin,"android-library,heuristic-evasion,kotlin-android,kotlin-library,android-security,functional-programming,android-rat,android-malware-detection,android-malware,android-spy-application,android-coroutines,asynchronous-programming",6
evilthreads669966/EvilScreen,evilthreads669966,https://github.com/evilthreads669966/EvilScreen,An Android app which attempts to prevent you from using your device without becoming the administrator.,2021-05-30 21:46:20,2021-08-26 11:05:54,1,Kotlin,"android-app,kotlin-android,android-exploit,bootlaces,hilt-android,android-virus,android-malware,android-ransomware",0
evilthreads669966/SmsBackdoor,evilthreads669966,https://github.com/evilthreads669966/SmsBackdoor,A Kotlin Android library that opens a persistent binary SMS backdoor with the ability to define your own remote command handler.,2020-10-06 02:05:46,2021-04-24 11:34:57,3,Kotlin,"android-library,android-sms,sms-client,backdoor-android,sms-backdoor,kotlin-library,kotlin-android,android-rat,functional-programming,android-botnet,android-security,sms-bot,android-malware,android-spy-application",4
ex0dus-0x/confine,ex0dus-0x,https://github.com/ex0dus-0x/confine,Small container runtime for threat detection,2019-09-09 02:21:59,2021-08-29 06:03:50,3,Rust,"malware-analysis,dynamic-analysis,containers,rust,security",1
f0wl/MalwareLab_VM-Setup,f0wl,https://github.com/f0wl/MalwareLab_VM-Setup,Setup scripts for my Malware Analysis VMs,2020-12-12 19:09:01,2021-10-02 12:39:53,171,PowerShell,"malware-analysis,malware-research,static-analysis,dynamic-analysis,reverse-engineering",33
f0wl/REconfig-linux,f0wl,https://github.com/f0wl/REconfig-linux,Configuration Extractor for the Linux variant of REvil Ransomware,2021-07-04 22:26:27,2021-07-25 03:46:38,7,Go,"malware-analysis,ransomware,config-extractor",1
f0wl/avaddon-strings,f0wl,https://github.com/f0wl/avaddon-strings,String Decrypter for Avaddon Ransomware,2020-06-26 23:56:47,2021-07-25 03:47:06,2,Go,"malware-analysis,ransomware,string-decryption",1
f0wl/configmatter-windows,f0wl,https://github.com/f0wl/configmatter-windows,Configuration Extractor for the Windows variant of BlackMatter Ransomware ,2021-08-06 15:59:20,2021-08-13 09:52:09,0,Go,"reverse-engineering,malware-analysis,malware-research,config-extractor",0
f0wl/configwalker,f0wl,https://github.com/f0wl/configwalker,Netwalker Ransomware Config Extractor,2020-10-26 23:19:25,2021-07-25 03:46:33,8,Go,"malware-analysis,ransomware,config-extractor,golang",5
f0wl/configzone,f0wl,https://github.com/f0wl/configzone,Configuration Extractor for Warzone RAT,2021-07-22 11:12:24,2021-07-28 16:19:46,0,Go,"malware-analysis,config-extractor,reverse-engineering,malware-research",0
f0wl/deICEr,f0wl,https://github.com/f0wl/deICEr,A crude Config Extractor for IcedID second stage Loaders (Zero2Auto Week 0x02),2020-06-17 19:41:26,2020-07-26 10:54:53,3,Go,"malware-analysis,golang,icedid,config-extractor",1
f0wl/ezuri_unpack,f0wl,https://github.com/f0wl/ezuri_unpack,Simple unpacking script for Ezuri ELF Crypter,2021-01-09 02:53:43,2021-07-28 10:34:37,12,Go,"malware-analysis,unpacker",3
f0wl/huan_unpack,f0wl,https://github.com/f0wl/huan_unpack,Unpacking script for the Huan PE Crypter,2021-08-21 10:52:44,2021-08-22 11:59:57,1,Go,"malware-analysis,unpacker",0
f0wl/inMediasREs,f0wl,https://github.com/f0wl/inMediasREs,A static analysis tool built with Go and TermUI,2019-10-14 19:45:02,2019-10-21 08:37:00,3,Go,"go,termui,malware-analysis,pe,elf",2
f0wl/yara_rules,f0wl,https://github.com/f0wl/yara_rules,A collection of Yara rules that I created during analysis / for blog posts,2021-01-09 16:21:36,2021-09-29 14:20:28,5,YARA,"malware-analysis,reverse-engineering,threat-intelligence,yara-rules",0
fabacab/awesome-malware,fabacab,https://github.com/fabacab/awesome-malware,":computer::warning: A curated collection of awesome malware, botnets, and other post-exploitation tools.",2018-08-06 18:38:27,2021-09-28 02:46:52,125,,"cybersecurity,malware,post-exploitation,awesome,awesome-list,computer-security",33
fabriciojoc/malware-machinelearning,fabriciojoc,https://github.com/fabriciojoc/malware-machinelearning,Malware - Machine Learning,2016-11-22 19:11:26,2020-12-09 17:59:24,10,Python,"machine-learning,malware-research,malware",10
fabrimagic72/malware-samples,fabrimagic72,https://github.com/fabrimagic72/malware-samples,A collection of malware samples caught by several honeypots i manage,2017-04-27 13:13:15,2021-10-07 04:28:18,995,,"malware,honeypot,botnet,malware-analysis,malware-samples,malwareanalysis,wannacry,uiwix,ransomware,eternalblue,eternalrocks,trickbot",307
fakhrizulkifli/MPEngineAPI,fakhrizulkifli,https://github.com/fakhrizulkifli/MPEngineAPI,Flask based Malware Protection Engine Web API,2017-07-10 16:02:01,2017-07-10 16:25:15,0,HTML,"malware-detection,malware-analysis,malwareanalysis,security-tools",0
farinap5/VirusTotal-API-Requester,farinap5,https://github.com/farinap5/VirusTotal-API-Requester,Virus Total API Requester to analyze hash signatures.,2020-11-13 19:25:27,2020-11-13 19:45:01,0,Python,"python3,virustotal,api-client,malware-analysis,malware-research",0
farosato/angr-antievasion,farosato,https://github.com/farosato/angr-antievasion,"Final project for the M.Sc. in Engineering in Computer Science at Università degli Studi di Roma ""La Sapienza"" (A.Y. 2016/2017).",2017-04-30 13:36:31,2021-09-03 22:40:31,33,Python,"thesis,malware-analysis,evasion,symbolic-execution,angr",8
federicochieregato/DarkFox,federicochieregato,https://github.com/federicochieregato/DarkFox,Remote access trojan created using WinRar with firefox installer and python Reverse Shell embedded.,2019-08-19 15:26:11,2021-04-26 06:20:32,16,Python,"python,rat,reverse-shell,remote-access-trojan,reverseshell,winrar,malware,shell,remoteaccesstrojan,remoteaccess,batch,batch-script,pyinstaller,antivirus,benevolant-installer,firefox-installer,embedded,python-reverse,proxy",13
feicong/macbook,feicong,https://github.com/feicong/macbook,《macOS软件安全与逆向分析》随书源码,2017-07-20 09:05:22,2021-08-03 05:09:55,311,Objective-C,"reverse-engineering,macos-security,software-security,ios-security,binary-analysis,malware-analysis,macho",77
feicong/macbook_issues,feicong,https://github.com/feicong/macbook_issues,《macOS软件安全与逆向分析》勘误,2016-11-22 04:15:17,2020-03-13 15:47:01,10,,"macos-security,ios-security,software-security,reverse-engineering,binary-analysis,malware-analysis,macho",8
feicong/sec_skills,feicong,https://github.com/feicong/sec_skills,软件安全工程师技能表,2017-07-18 04:08:41,2021-09-17 05:12:46,423,,"reverse-engineering,android-security,ios-security,macos-security,binary-analysis,malware-analysis",86
felicitychou/Rudolf,felicitychou,https://github.com/felicitychou/Rudolf,The Multiplatform Linux Sandbox,2017-05-06 10:08:43,2017-05-07 15:57:52,0,Python,"linux,sandbox,malware-analysis",1
felix-hellman/CruzControl,felix-hellman,https://github.com/felix-hellman/CruzControl,Just sit back and let Ted Cruz take control over your machine.,2017-10-28 20:40:20,2020-07-11 10:18:48,7,C++,"twitter,botnet,joke,malware",2
fengxinmin/malicious_traffic_detection_platform,fengxinmin,https://github.com/fengxinmin/malicious_traffic_detection_platform,基于机器学习的恶意加密流量监测平台,2021-04-13 13:08:47,2021-10-08 00:47:39,8,Python,"malware,feature-engineering,analysis",3
ferdinandlb/Silence,ferdinandlb,https://github.com/ferdinandlb/Silence,A multiplatform spyware with many features.,2021-07-18 16:03:14,2021-09-24 08:58:22,4,C++,"spyware,rat,windows,linux,macos,cpp,c,malware,malware-research,malware-analysis,silence",0
ferdinandlb/WindowsBackdoor,ferdinandlb,https://github.com/ferdinandlb/WindowsBackdoor,This is a RAT/Backdoor written in C++,2020-12-30 14:54:45,2021-09-28 02:21:20,20,C++,"cpp,backdoor,malware,ftp,rat",5
fhightower/ioc-finder,fhightower,https://github.com/fhightower/ioc-finder,"Simple, effective, and modular package for parsing observables (indicators of compromise (IOCs), network data, and other, security related information) from text. It uses grammars rather than regexes which makes it more readable, maintainable, and hackable. Explore our interactive documentation here: https://hightower.space/ioc-finder/",2018-01-25 11:01:10,2021-10-07 11:26:58,67,Python,"indicators-of-compromise,threat-intelligence,threat-hunting,threat-sharing,grammar-parser,threatintel,cidr-range,ipv4,iocs,ioc-finder,observable,network-data,cidr-ranges,parse-urls,grammars,malware-research,malware-analysis,hacktoberfest2021,hacktoberfest",16
fierceoj/ShonyDanza,fierceoj,https://github.com/fierceoj/ShonyDanza,"A customizable, easy-to-navigate tool for researching, pen testing, and defending with the power of Shodan.",2020-04-09 02:01:24,2021-10-03 10:20:08,25,Python,"shodan,shodan-api,shodan-python,reconnaissance,red-team,blue-team,purple-team,scanning,information-gathering,shonydanza,pre-configure,exploits,vulnerability-identification,vulnerability-detection,malware-identification,malware-detection,pentesting,penetration-testing,security-tools,security-research",8
fierceoj/triage-tools,fierceoj,https://github.com/fierceoj/triage-tools,Blue Team tools for SOC triage and analysis.,2020-04-09 02:04:30,2020-12-25 15:30:14,1,Python,"triage,soc-triage,analysis,blue-team,malware-analysis,hancitor,ioc-extractor,malware-research,decode,decoding,decoder,decompress,decompression,decompressor,obfuscation,deobfuscate,deobfuscation,deobfuscator,security-tools",1
filipemgs/poisonjs,filipemgs,https://github.com/filipemgs/poisonjs,PoisonJS - De-obfuscate eval-based JavaScript obfuscation with monkey-patched eval(-like) functions.,2017-08-12 10:46:05,2021-06-20 18:43:36,7,JavaScript,"javascript,javascript-tools,deobfuscator,malware-analysis",3
filipi86/CrowdStrike,filipi86,https://github.com/filipi86/CrowdStrike,"The purpose of this document, it was to execute several efficiency and detection tests in our lab environment protected with an endpoint solution, provided by CrowdStrike, this document brings the result of the defensive security analysis with an offensive mindset using reverse shell techniques to gain the access inside the victim's machine and after that performing a Malware in VBS to infected the victim machine through use some scripts in PowerShell to call this malware, in our environment.",2020-11-17 19:57:18,2021-08-07 04:13:02,2,,"malware,exploitation,reverse-shell,bypass-antivirus,crowdstrike,cve",1
filipi86/MalwareAnalysis-in-PDF,filipi86,https://github.com/filipi86/MalwareAnalysis-in-PDF,Malicious PDF files recently considered one of the most dangerous threats to the system security. The flexible code-bearing vector of the PDF format enables to attacker to carry out malicious code on the computer system for user exploitation.,2020-04-02 12:06:51,2021-10-02 18:20:57,73,,"pdf,pdf-format,malicious-pdf-files,pdf-documents,malware-analysis",8
filipi86/Threat-Hunting,filipi86,https://github.com/filipi86/Threat-Hunting,"The purpose of these documents, it was to execute several efficiency and detection tests in some endpoint solutions, this document brings the result of the defensive security analysis with an offensive mindset performed in the execution many different Malwares in our lab environment. ",2020-12-21 14:01:24,2021-05-15 12:39:41,4,,"threat-hunting,threat-intelligence,malware-analysis,malware-research,security-researchers",1
filipi86/filipi86.github.io,filipi86,https://github.com/filipi86/filipi86.github.io,"First Version of my website, Welcome aboard!",2021-04-07 22:40:09,2021-08-30 21:53:09,3,HTML,"security,cybersecurity,website,education,security-education,malware,malware-analysis,malware-research,threat-hunting,redteam,blueteam,devsecops,appsec",0
firec0de/caffeine,firec0de,https://github.com/firec0de/caffeine,Caffeine is a computer malware. Created it as a uni project and by the time it developed as my final diploma thesis,2020-11-04 15:59:57,2021-09-18 16:19:03,2,Python,"caffeine,malware,keylogger,virus,python,dataextraction",2
fireh7nter/malware-caged,fireh7nter,https://github.com/fireh7nter/malware-caged,My Malware Repository and write ups,2018-08-27 04:39:26,2020-09-11 18:10:53,2,,"malware,malware-samples,malware-sample,malware-research,malware-analysis",4
firehol/blocklist-ipsets,firehol,https://github.com/firehol/blocklist-ipsets,ipsets dynamically updated with firehol's update-ipsets.sh script,2015-05-12 22:32:45,2021-10-08 00:39:03,1939,Shell,"blocklists,ipset,ipset-lists,attacks,abuses,malware,command-and-control",242
fkie-cad/RoAMer,fkie-cad,https://github.com/fkie-cad/RoAMer,Robust Automated Malware Unpacker,2019-10-18 14:02:57,2021-09-27 14:19:09,36,Python,"malware-unpacker,unpacker,roamer",5
flacks/tenshi,flacks,https://github.com/flacks/tenshi,Unbound local-zone generator for curated hosts files,2019-05-19 20:18:20,2020-03-14 12:22:10,1,Rust,"rust,unbound,hosts,adware,malware",0
fluenda/jImpfuzzy,fluenda,https://github.com/fluenda/jImpfuzzy,,2017-03-23 12:06:29,2017-03-23 14:25:31,0,Java,"cybersecurity,malware-analysis,malware-research",1
flyve-mdm/malwarescanner,flyve-mdm,https://github.com/flyve-mdm/malwarescanner,GLPI Plugin Malware Scanner,2018-04-30 07:39:31,2020-03-22 11:55:46,2,,"malware,scanner,glpi,plugin",3
fmind/euphony,fmind,https://github.com/fmind/euphony,Harmonious Unification of Cacophonous Anti-Virus Vendor Labels for Android Malware,2017-03-31 12:38:55,2021-06-17 15:06:43,29,HTML,"android,malware,label,clustering,antivirus",11
fnreality/STAC-SAMPLe,fnreality,https://github.com/fnreality/STAC-SAMPLe,Semisupervised Ternary Agglomerative Clustering,2020-06-15 15:04:44,2020-06-17 18:34:44,0,Rust,"malware-detection,machine-learning-algorithms,machine-learning,ai,rust,rust-embedded,rust-lang,clustering-algorithm",0
foospidy/honeydb-malware-downloads,foospidy,https://github.com/foospidy/honeydb-malware-downloads,Malware samples downloaded from URLs referenced in HoneyDB data.,2018-12-31 17:05:42,2021-08-22 13:59:17,4,Shell,"honeydb,malware,malware-samples,hashes",1
forrest-orr/artifacts-kit,forrest-orr,https://github.com/forrest-orr/artifacts-kit,Pseudo-malicious usermode memory artifact generator kit designed to easily mimic the footprints left by real malware on an infected Windows OS. ,2020-07-27 15:05:32,2021-09-27 05:18:28,138,C++,"malware,artifact,kit,forensics,generator,dll,hollowing,phtnaom,pe,shellcode,moating,header,wiping,mirroring",34
forrest-orr/moneta,forrest-orr,https://github.com/forrest-orr/moneta,Moneta is a live usermode memory analysis tool for Windows with the capability to detect malware IOCs,2019-10-15 15:47:45,2021-10-05 01:34:19,151,C++,"moneta,memory,scanner,windows,usermode,malware,ioc,dump,process,hollowing,injection,shellcode,reflective,artifact,pe",32
fortinet/ips-bph-framework,fortinet,https://github.com/fortinet/ips-bph-framework,"BLACKPHENIX is an open source malware analysis automation framework composed of services, scripts, plug-ins, and tools and is based on a Command-and-Control (C&C) architecture",2019-09-26 21:09:01,2021-05-11 12:47:17,21,AutoIt,"automation,malware,analysis",9
foulenzer/wp-rex,foulenzer,https://github.com/foulenzer/wp-rex,Your wordpress got hacked? This simple tool helps you to find malicious code in your wordpress installation.,2020-09-20 12:19:11,2021-07-27 04:53:36,2,PHP,"wordpress,hacked,itsec,forensics,malware,malware-detection",0
fportantier/mosnar,fportantier,https://github.com/fportantier/mosnar,Ransomware Detection Test PowerShell Script,2017-09-22 22:37:33,2019-09-10 01:47:01,7,PowerShell,"malware,ransomware",4
fr0gger/Yara-Unprotect,fr0gger,https://github.com/fr0gger/Yara-Unprotect,This repository regroups the Yara Rules for the Unprotect Project,2017-04-07 12:26:49,2021-07-05 22:42:31,18,YARA,"yara,malware,unprotectproject",9
fr0gger/unprotect,fr0gger,https://github.com/fr0gger/unprotect,Unprotect is a python tool for parsing PE malware and extract evasion techniques. ,2019-03-10 16:42:32,2021-10-07 10:12:17,57,Python,"python,malware,evasion,sandbox,anti-debug,packer",11
funkpopo/Malware-identification-multi-model,funkpopo,https://github.com/funkpopo/Malware-identification-multi-model,使用多模型融合对恶意软件进行识别分类,2020-12-08 14:03:50,2021-08-30 06:40:08,2,Python,"malware-identification-python,deepfm,random-forest",1
fy-fy-fy/inodeyou-c,fy-fy-fy,https://github.com/fy-fy-fy/inodeyou-c,Experimental program that detects files & directories hidden by Linux trojan/rootkits,2020-11-03 12:28:11,2021-07-07 03:15:36,1,C,"rootkits,inodes,malware-detection,malware,tsk",1
fyhertz/ansible-role-cuckoo,fyhertz,https://github.com/fyhertz/ansible-role-cuckoo,Automated installation of Cuckoo Sandbox with Ansible ,2017-02-22 01:09:20,2021-02-18 06:21:25,8,Ruby,"ansible-role,ansible-galaxy,cuckoo-sandbox,malware-analysis,ansible",2
fyk211/Malware_separator,fyk211,https://github.com/fyk211/Malware_separator,A python program that reads the metadata of each malware file and then puts them into your desired folders based on their architecture type.,2020-12-22 08:58:26,2021-09-15 05:38:35,1,Python,"malware,malware-analysis,malware-research",0
